id,agent,time,score
916,2,17,-500
917,2,4,-500
918,2,3,-500
919,2,23,-600
920,2,33,900
921,2,13,-1000
922,2,20,-500
923,2,8,-1000
924,2,21,-1000
925,2,95,4900
926,2,45,1600
927,2,15,-500
928,2,25,-100
929,2,105,5900
930,2,22,-800
931,2,18,-500
932,2,31,-200
933,2,5,-1000
934,2,19,-600
935,2,8,-500
936,2,31,500
937,2,21,-800
938,2,18,-500
939,2,50,1200
940,2,22,-600
941,2,6,-500
942,2,39,1500
943,2,39,400
944,2,13,-500
945,2,12,-1000
946,2,40,600
947,2,44,1300
948,2,12,-500
949,2,34,500
950,2,21,-300
951,2,28,-100
952,2,14,-500
953,2,44,1000
954,2,21,-300
955,2,14,-500
956,2,41,1500
957,2,8,-500
958,2,12,-500
959,2,34,400
960,2,20,-500
961,2,27,-100
962,2,20,-800
963,2,19,-300
964,2,30,0
965,2,54,1600
966,2,16,-300
967,2,38,600
968,2,20,-500
969,2,18,-500
970,2,21,-1000
971,2,17,-1000
972,2,9,-500
973,2,39,1300
974,2,19,-1000
975,2,22,-300
976,2,19,-1000
977,2,41,1000
978,2,14,-500
979,2,21,-100
980,2,19,-800
981,2,15,-800
982,2,18,-1000
983,2,18,-500
984,2,13,-1000
985,2,20,-100
986,2,25,-100
987,2,17,-500
988,2,23,-800
989,2,26,-400
990,2,16,-500
991,2,26,500
992,2,25,300
993,2,23,-800
994,2,30,300
995,2,37,200
996,2,7,-1000
997,2,29,100
998,2,46,1300
999,2,16,-1000
1000,2,12,-1000
1001,2,17,-1000
1002,2,19,-1000
1003,2,16,-1000
1004,2,25,-600
1005,2,19,-500
1006,2,110,5200
1007,2,14,-1000
1008,2,29,0
1009,2,20,-500
1010,2,12,-500
1011,2,23,500
1012,2,17,-500
1013,2,17,-1000
1014,2,43,1200
1015,2,20,-800
1016,2,23,-500
1017,2,25,-200
1018,2,22,100
1019,2,19,-800
1020,2,19,-1000
1021,2,21,-100
1022,2,23,100
1023,2,19,-500
1024,2,13,-500
1025,2,30,700
1026,2,29,0
1027,2,67,2800
1028,2,25,-200
1029,2,17,-500
1030,2,23,-100
1031,2,28,-100
1032,2,32,-200
1033,2,32,-600
1034,2,11,-500
1035,2,71,2400
1036,2,41,200
1037,2,50,1200
1038,2,15,-1000
1039,2,23,-300
1040,2,22,-600
1041,2,35,100
1042,2,7,-1000
1043,2,30,300
1044,2,18,-300
1045,2,12,-1000
1046,2,39,500
1047,2,16,-500
1048,2,13,-1000
1049,2,29,300
1050,2,17,-500
1051,2,21,-800
1052,2,15,-500
1053,2,12,-1000
1054,2,30,-200
1055,2,25,-100
1056,2,16,-500
1057,2,23,-500
1058,2,14,-500
1059,2,19,-500
1060,2,46,1200
1061,2,42,800
1062,2,20,-500
1063,2,18,-500
1064,2,37,1300
1065,2,21,-300
1066,2,37,1100
1067,2,7,-1000
1068,2,78,3800
1069,2,6,-1000
1070,2,30,600
1071,2,28,700
1072,2,19,-300
1073,2,14,-1000
1074,2,15,-500
1075,2,11,-1000
1076,2,16,-500
1077,2,16,-500
1078,2,20,-800
1079,2,12,-500
1080,2,32,900
1081,2,8,-1000
1082,2,13,-1000
1083,2,47,1500
1084,2,10,-500
1085,2,80,3400
1086,2,9,-1000
1087,2,21,-1000
1088,2,15,-500
1089,2,34,900
1090,2,11,-500
1091,2,11,-500
1092,2,50,2100
1093,2,27,100
1094,2,54,1400
1095,2,82,4000
1096,2,28,-800
1097,2,44,1000
1098,2,23,-100
1099,2,61,3100
1100,2,18,-800
1101,2,19,-500
1102,2,59,2700
1103,2,14,-1000
1104,2,19,-300
1105,2,15,-300
1106,2,41,400
1107,2,21,-800
1108,2,49,1800
1109,2,31,900
1110,2,7,-1000
1111,2,48,1600
1112,2,14,-1000
1113,2,15,-500
1114,2,32,-400
1115,2,34,0
1116,2,11,-500
1117,2,16,-800
1118,2,11,-500
1119,2,27,500
1120,2,19,-1000
1121,2,47,1500
1122,2,21,-500
1123,2,24,-600
1124,2,12,-500
1125,2,20,-300
1126,2,54,2300
1127,2,9,-1000
1128,2,8,-500
1129,2,21,-800
1130,2,49,1400
1131,2,55,1900
1132,2,23,-600
1133,2,19,-600
1134,2,59,2200
1135,2,65,2400
1136,2,25,-600
1137,2,21,-300
1138,2,23,-100
1139,2,20,-100
1140,2,29,700
1141,2,34,400
1142,2,22,-100
1143,2,24,0
1144,2,68,2400
1145,2,27,-100
1146,2,52,1700
1147,2,14,-1000
1148,2,36,900
1149,2,39,1300
1150,2,22,-100
1151,2,6,-1000
1152,2,15,-500
1153,2,29,300
1154,2,53,2000
1155,2,11,-500
1156,2,20,-100
1157,2,11,-500
1158,2,34,1100
1159,2,5,-1000
1160,2,17,-300
1161,2,16,-500
1162,2,30,700
1163,2,27,-200
1164,2,16,-500
1165,2,28,300
1166,2,49,1300
1167,2,21,-1000
1168,2,32,-200
1169,2,39,800
1170,2,52,1000
1171,2,45,1000
1172,2,15,-500
1173,2,54,1900
1174,2,7,-500
1175,2,24,-500
1176,2,79,3700
1177,2,20,-1000
1178,2,13,-1000
1179,2,54,2300
1180,2,13,-1000
1181,2,18,-1000
1182,2,38,600
1183,2,15,-1000
1184,2,9,-1000
1185,2,6,-1000
1186,2,18,-600
1187,2,21,-1000
1188,2,17,-500
1189,2,27,300
1190,2,18,-100
1191,2,25,-400
1192,2,32,700
1193,2,5,-1000
1194,2,20,-500
1195,2,15,-500
1196,2,41,800
1197,2,21,-300
1198,2,26,-400
1199,2,21,-1000
1200,2,16,-1000
1201,2,59,2000
1202,2,9,-1000
1203,2,70,3300
1204,2,20,-500
1205,2,43,800
1206,2,48,1000
1207,2,13,-1000
1208,2,14,-1000
